<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.17	12:20:00	130525	130570	130510	130525	9133	33385	5
2024.07.17	12:21:00	130520	130525	130470	130480	9780	35288	5
2024.07.17	12:22:00	130475	130490	130445	130450	7148	28355	5
2024.07.17	12:23:00	130445	130465	130420	130425	6731	24578	5
2024.07.17	12:24:00	130425	130435	130405	130410	6337	23862	5
2024.07.17	12:25:00	130410	130440	130405	130420	5806	21354	5
2024.07.17	12:26:00	130415	130430	130390	130395	4663	16345	5
2024.07.17	12:27:00	130395	130430	130390	130420	3309	12174	5
2024.07.17	12:28:00	130420	130435	130400	130415	3272	13880	5
2024.07.17	12:29:00	130415	130420	130355	130360	8935	34009	5
2024.07.17	12:30:00	130355	130380	130295	130310	18017	73416	5
2024.07.17	12:31:00	130310	130310	130240	130285	16659	70295	5
2024.07.17	12:32:00	130280	130295	130260	130290	4830	19298	5
2024.07.17	12:33:00	130290	130300	130260	130295	4745	16811	5
2024.07.17	12:34:00	130295	130390	130285	130380	14650	61547	5
2024.07.17	12:35:00	130375	130385	130335	130370	6224	25322	5
2024.07.17	12:36:00	130375	130395	130355	130370	5263	20711	5
2024.07.17	12:37:00	130375	130380	130305	130335	7060	26339	5
2024.07.17	12:38:00	130330	130360	130315	130355	3716	14562	5
2024.07.17	12:39:00	130350	130390	130340	130380	3971	15328	5
2024.07.17	12:40:00	130380	130390	130340	130375	4470	15668	5
2024.07.17	12:41:00	130375	130390	130360	130365	2866	9595	5
2024.07.17	12:42:00	130360	130370	130325	130330	4445	16468	5
2024.07.17	12:43:00	130330	130340	130310	130310	3553	12493	5
2024.07.17	12:44:00	130315	130355	130310	130340	3230	11394	5
2024.07.17	12:45:00	130335	130355	130320	130330	2922	9377	5
2024.07.17	12:46:00	130335	130340	130280	130295	6931	24621	5
2024.07.17	12:47:00	130295	130340	130290	130330	4177	15402	5
2024.07.17	12:48:00	130335	130345	130315	130325	2885	10294	5
2024.07.17	12:49:00	130325	130325	130290	130295	3341	12315	5
2024.07.17	12:50:00	130295	130310	130285	130295	3244	12138	5
2024.07.17	12:51:00	130295	130315	130290	130300	2883	10273	5
2024.07.17	12:52:00	130295	130300	130270	130275	4500	15208	5
2024.07.17	12:53:00	130270	130285	130260	130285	3958	13936	5
2024.07.17	12:54:00	130285	130305	130265	130265	4281	15534	5
2024.07.17	12:55:00	130270	130270	130245	130265	6911	26635	5
2024.07.17	12:56:00	130265	130310	130260	130300	6209	26418	5
2024.07.17	12:57:00	130295	130315	130285	130305	3431	12042	5
2024.07.17	12:58:00	130310	130325	130290	130300	4457	16344	5
2024.07.17	12:59:00	130300	130335	130295	130330	2974	11648	5
2024.07.17	13:00:00	130325	130380	130325	130380	8863	32391	5
2024.07.17	13:01:00	130380	130380	130360	130375	3963	15391	5
2024.07.17	13:02:00	130375	130385	130360	130365	3297	11807	5
2024.07.17	13:03:00	130365	130365	130310	130315	6980	27283	5
2024.07.17	13:04:00	130315	130330	130305	130320	3034	11173	5
2024.07.17	13:05:00	130320	130330	130280	130295	6977	26187	5
2024.07.17	13:06:00	130290	130325	130285	130310	3263	12219	5
2024.07.17	13:07:00	130315	130315	130285	130305	2416	8857	5
2024.07.17	13:08:00	130310	130320	130285	130310	2838	11452	5
2024.07.17	13:09:00	130315	130315	130285	130290	1679	5412	5
2024.07.17	13:10:00	130295	130295	130260	130280	5778	21136	5
2024.07.17	13:11:00	130280	130285	130255	130270	2447	8545	5
2024.07.17	13:12:00	130270	130275	130255	130265	2282	8075	5
2024.07.17	13:13:00	130260	130270	130200	130215	11168	46816	5
2024.07.17	13:14:00	130220	130230	130175	130175	10021	41599	5
2024.07.17	13:15:00	130180	130210	130170	130190	5462	21709	5
2024.07.17	13:16:00	130185	130200	130170	130190	4094	14397	5
2024.07.17	13:17:00	130185	130200	130155	130200	5576	20686	5
2024.07.17	13:18:00	130200	130250	130195	130235	9872	39445	5
2024.07.17	13:19:00	130235	130245	130200	130220	4131	16542	5
2024.07.17	13:20:00	130225	130265	130215	130235	5733	21464	5
2024.07.17	13:21:00	130235	130250	130205	130210	3848	14790	5
2024.07.17	13:22:00	130215	130220	130160	130165	6233	24796	5
2024.07.17	13:23:00	130165	130195	130155	130185	3863	16542	5
2024.07.17	13:24:00	130185	130205	130170	130185	2633	10249	5
2024.07.17	13:25:00	130185	130210	130180	130210	3543	13724	5
2024.07.17	13:26:00	130210	130215	130185	130200	2783	10580	5
2024.07.17	13:27:00	130205	130215	130190	130200	1884	6512	5
2024.07.17	13:28:00	130200	130205	130135	130160	9214	37268	5
2024.07.17	13:29:00	130160	130180	130140	130155	3986	15482	5
2024.07.17	13:30:00	130160	130180	130145	130175	3316	12725	5
2024.07.17	13:31:00	130175	130190	130160	130185	3218	11854	5
2024.07.17	13:32:00	130185	130210	130170	130190	3871	15659	5
2024.07.17	13:33:00	130190	130230	130185	130225	4230	16608	5
2024.07.17	13:34:00	130225	130245	130205	130230	6284	26216	5
2024.07.17	13:35:00	130235	130265	130225	130240	5431	22197	5
2024.07.17	13:36:00	130240	130250	130235	130250	1675	7789	5
2024.07.17	13:37:00	130245	130310	130245	130305	8269	31759	5
2024.07.17	13:38:00	130300	130305	130270	130275	5187	19795	5
2024.07.17	13:39:00	130275	130300	130275	130285	3245	9944	5
2024.07.17	13:40:00	130290	130295	130250	130250	4608	16525	5
2024.07.17	13:41:00	130250	130260	130195	130205	9898	41991	5
2024.07.17	13:42:00	130200	130210	130165	130180	7295	26748	5
2024.07.17	13:43:00	130180	130200	130170	130190	3055	9753	5
2024.07.17	13:44:00	130195	130205	130170	130200	2864	10478	5
2024.07.17	13:45:00	130200	130215	130180	130200	3873	13579	5
2024.07.17	13:46:00	130200	130200	130160	130160	3933	14325	5
2024.07.17	13:47:00	130160	130185	130160	130165	3256	10919	5
2024.07.17	13:48:00	130165	130205	130165	130190	3083	10775	5
2024.07.17	13:49:00	130195	130235	130190	130210	6268	24090	5
2024.07.17	13:50:00	130210	130230	130205	130230	2428	9284	5
2024.07.17	13:51:00	130225	130250	130215	130235	4687	17095	5
2024.07.17	13:52:00	130230	130240	130185	130190	4718	18084	5
2024.07.17	13:53:00	130195	130230	130180	130225	4064	17952	5
2024.07.17	13:54:00	130225	130230	130160	130175	6279	29602	5
2024.07.17	13:55:00	130175	130245	130170	130240	5937	25189	5
2024.07.17	13:56:00	130245	130275	130235	130255	7344	30582	5
2024.07.17	13:57:00	130255	130300	130250	130300	5423	20708	5
2024.07.17	13:58:00	130300	130395	130290	130390	17777	65979	5
2024.07.17	13:59:00	130395	130430	130365	130415	10756	44808	5
2024.07.17	14:00:00	130415	130445	130375	130400	10008	40193	5
2024.07.17	14:01:00	130400	130415	130350	130380	8733	35602	5
2024.07.17	14:02:00	130375	130400	130355	130390	5975	22356	5
2024.07.17	14:03:00	130390	130425	130365	130380	5720	24521	5
2024.07.17	14:04:00	130380	130410	130350	130410	5513	21344	5
2024.07.17	14:05:00	130405	130425	130385	130390	5511	19725	5
2024.07.17	14:06:00	130390	130395	130320	130330	8717	31232	5
2024.07.17	14:07:00	130335	130345	130295	130325	8751	33963	5
2024.07.17	14:08:00	130325	130370	130305	130365	5881	23933	5
2024.07.17	14:09:00	130370	130380	130345	130360	3820	14435	5
2024.07.17	14:10:00	130355	130390	130340	130385	4873	18988	5
2024.07.17	14:11:00	130390	130405	130370	130395	4432	15078	5
2024.07.17	14:12:00	130400	130400	130350	130400	4458	16960	5
2024.07.17	14:13:00	130405	130435	130380	130430	8451	28624	5
2024.07.17	14:14:00	130430	130480	130420	130460	12729	47532	5
2024.07.17	14:15:00	130455	130460	130410	130455	7703	31268	5
2024.07.17	14:16:00	130455	130460	130415	130430	3748	11745	5
2024.07.17	14:17:00	130430	130495	130415	130490	6977	24686	5
2024.07.17	14:18:00	130490	130525	130470	130495	9664	38651	5
2024.07.17	14:19:00	130495	130500	130440	130450	6883	24851	5
2024.07.17	14:20:00	130455	130455	130390	130420	10875	36367	5
2024.07.17	14:21:00	130425	130480	130400	130470	7048	26806	5
2024.07.17	14:22:00	130470	130485	130435	130460	5851	19686	5
2024.07.17	14:23:00	130455	130460	130420	130440	3869	12772	5
2024.07.17	14:24:00	130435	130450	130415	130435	3084	11793	5
2024.07.17	14:25:00	130435	130450	130420	130450	3161	11444	5
2024.07.17	14:26:00	130450	130470	130420	130430	3928	12727	5
2024.07.17	14:27:00	130430	130430	130410	130425	3043	12023	5
2024.07.17	14:28:00	130425	130450	130415	130440	2370	8036	5
2024.07.17	14:29:00	130445	130485	130425	130470	4382	16814	5
2024.07.17	14:30:00	130470	130505	130460	130485	7262	25742	5
2024.07.17	14:31:00	130485	130510	130470	130505	3621	11740	5
2024.07.17	14:32:00	130505	130515	130480	130500	4027	15997	5
2024.07.17	14:33:00	130495	130495	130450	130465	5162	19057	5
2024.07.17	14:34:00	130460	130480	130435	130475	4178	16286	5
2024.07.17	14:35:00	130475	130520	130470	130515	6488	24492	5
2024.07.17	14:36:00	130510	130550	130495	130540	9900	35331	5
2024.07.17	14:37:00	130540	130555	130520	130535	5307	17834	5
2024.07.17	14:38:00	130535	130550	130500	130505	5926	22299	5
2024.07.17	14:39:00	130505	130515	130465	130470	7273	23091	5
2024.07.17	14:40:00	130470	130495	130450	130495	7131	26256	5
2024.07.17	14:41:00	130495	130505	130475	130500	4309	16009	5
2024.07.17	14:42:00	130505	130520	130495	130510	3573	14028	5
2024.07.17	14:43:00	130510	130525	130495	130520	3226	12702	5
2024.07.17	14:44:00	130520	130540	130500	130540	4757	18002	5
2024.07.17	14:45:00	130535	130545	130510	130530	3989	13426	5
2024.07.17	14:46:00	130535	130580	130520	130550	10113	41583	5
2024.07.17	14:47:00	130550	130565	130530	130540	4880	20036	5
2024.07.17	14:48:00	130545	130555	130520	130525	3693	13448	5
2024.07.17	14:49:00	130525	130540	130510	130540	4523	15089	5
2024.07.17	14:50:00	130535	130545	130475	130475	8563	29293	5
2024.07.17	14:51:00	130475	130490	130450	130480	7368	29729	5
2024.07.17	14:52:00	130475	130485	130465	130480	2983	10027	5
2024.07.17	14:53:00	130475	130490	130460	130465	2648	10270	5
2024.07.17	14:54:00	130470	130485	130455	130465	2443	8291	5
2024.07.17	14:55:00	130470	130475	130430	130435	7233	26062	5
2024.07.17	14:56:00	130435	130465	130420	130440	5807	21446	5
2024.07.17	14:57:00	130435	130440	130405	130415	4944	16794	5
2024.07.17	14:58:00	130410	130420	130380	130390	8380	32797	5
2024.07.17	14:59:00	130395	130400	130375	130390	3362	11532	5
2024.07.17	15:00:00	130395	130395	130330	130335	10275	39580	5
2024.07.17	15:01:00	130330	130340	130295	130325	9947	41958	5
2024.07.17	15:02:00	130325	130350	130300	130340	7073	27490	5
2024.07.17	15:03:00	130345	130400	130330	130395	8802	33254	5
2024.07.17	15:04:00	130395	130430	130390	130420	9972	35319	5
2024.07.17	15:05:00	130425	130460	130415	130455	6968	26533	5
2024.07.17	15:06:00	130455	130465	130415	130440	6378	26051	5
2024.07.17	15:07:00	130440	130490	130395	130480	11055	47075	5
2024.07.17	15:08:00	130480	130530	130470	130500	8993	38186	5
2024.07.17	15:09:00	130500	130545	130490	130530	7269	28085	5
2024.07.17	15:10:00	130530	130540	130490	130515	6699	27597	5
2024.07.17	15:11:00	130510	130520	130485	130510	4029	17097	5
2024.07.17	15:12:00	130505	130530	130495	130515	3607	12875	5
2024.07.17	15:13:00	130515	130530	130465	130485	6443	26251	5
2024.07.17	15:14:00	130480	130485	130465	130470	3912	12191	5
2024.07.17	15:15:00	130470	130495	130455	130490	4617	14558	5
2024.07.17	15:16:00	130485	130525	130480	130515	4708	18638	5
2024.07.17	15:17:00	130510	130540	130505	130530	5348	19994	5
2024.07.17	15:18:00	130530	130535	130485	130505	4853	17906	5
2024.07.17	15:19:00	130505	130530	130500	130505	2101	7583	5
2024.07.17	15:20:00	130505	130510	130485	130505	2600	8499	5
2024.07.17	15:21:00	130505	130505	130460	130485	5195	19979	5
2024.07.17	15:22:00	130485	130510	130465	130510	3369	12353	5
2024.07.17	15:23:00	130505	130540	130500	130540	4006	15171	5
2024.07.17	15:24:00	130540	130540	130495	130515	3848	13996	5
2024.07.17	15:25:00	130515	130540	130510	130530	3065	12118	5
2024.07.17	15:26:00	130530	130540	130490	130520	4171	14461	5
2024.07.17	15:27:00	130520	130570	130515	130570	7496	30280	5
2024.07.17	15:28:00	130565	130575	130540	130545	4937	18248	5
2024.07.17	15:29:00	130545	130550	130525	130535	3039	10540	5
2024.07.17	15:30:00	130540	130540	130500	130510	6093	20906	5
2024.07.17	15:31:00	130505	130540	130505	130535	3048	10256	5
2024.07.17	15:32:00	130530	130540	130515	130530	1799	6028	5
2024.07.17	15:33:00	130535	130535	130510	130515	1604	5246	5
2024.07.17	15:34:00	130515	130525	130500	130515	2814	9565	5
2024.07.17	15:35:00	130510	130575	130510	130560	5884	23781	5
2024.07.17	15:36:00	130555	130560	130525	130530	3125	10809	5
2024.07.17	15:37:00	130535	130550	130510	130515	2696	10777	5
2024.07.17	15:38:00	130515	130525	130475	130500	9039	33246	5
2024.07.17	15:39:00	130500	130530	130500	130525	2765	11109	5
2024.07.17	15:40:00	130525	130550	130525	130535	3978	14088	5
2024.07.17	15:41:00	130530	130540	130510	130520	2924	9504	5
2024.07.17	15:42:00	130515	130520	130495	130510	3198	12237	5
2024.07.17	15:43:00	130510	130525	130485	130525	3312	12692	5
2024.07.17	15:44:00	130520	130530	130490	130495	2466	9399	5
2024.07.17	15:45:00	130500	130500	130470	130475	4479	15176	5
2024.07.17	15:46:00	130475	130490	130455	130470	5956	22490	5
2024.07.17	15:47:00	130475	130505	130470	130490	3653	12952	5
2024.07.17	15:48:00	130495	130525	130480	130515	3708	14753	5
2024.07.17	15:49:00	130510	130515	130480	130510	2398	8595	5
2024.07.17	15:50:00	130510	130535	130500	130535	3848	14861	5
2024.07.17	15:51:00	130530	130540	130510	130525	2421	8446	5
2024.07.17	15:52:00	130520	130525	130465	130470	4579	19064	5
2024.07.17	15:53:00	130465	130495	130455	130480	4404	16853	5
2024.07.17	15:54:00	130475	130475	130435	130460	6756	26195	5
2024.07.17	15:55:00	130460	130485	130460	130470	3642	14217	5
2024.07.17	15:56:00	130465	130480	130460	130465	2241	7946	5
2024.07.17	15:57:00	130460	130490	130440	130480	4010	16007	5
2024.07.17	15:58:00	130480	130485	130460	130485	2080	7685	5
2024.07.17	15:59:00	130490	130500	130460	130475	3620	14441	5
2024.07.17	16:00:00	130470	130515	130465	130505	4492	18302	5
2024.07.17	16:01:00	130500	130515	130485	130490	3210	12783	5
2024.07.17	16:02:00	130490	130495	130430	130470	7462	34818	5
2024.07.17	16:03:00	130470	130480	130440	130455	2458	9892	5
2024.07.17	16:04:00	130455	130455	130425	130425	3654	13201	5
2024.07.17	16:05:00	130430	130445	130410	130430	5568	20446	5
2024.07.17	16:06:00	130425	130460	130425	130455	3371	14506	5
2024.07.17	16:07:00	130455	130455	130435	130440	1671	6081	5
2024.07.17	16:08:00	130445	130470	130415	130420	4496	19534	5
2024.07.17	16:09:00	130420	130420	130390	130405	5963	25647	5
2024.07.17	16:10:00	130405	130460	130395	130455	6545	29475	5
2024.07.17	16:11:00	130455	130465	130430	130465	3989	14296	5
2024.07.17	16:12:00	130460	130465	130435	130445	2971	12819	5
2024.07.17	16:13:00	130440	130495	130435	130490	6696	28254	5
2024.07.17	16:14:00	130490	130495	130455	130465	3945	16683	5
2024.07.17	16:15:00	130465	130470	130445	130460	2873	11752	5
2024.07.17	16:16:00	130460	130465	130415	130430	4856	19345	5
2024.07.17	16:17:00	130435	130435	130410	130425	2888	12378	5
2024.07.17	16:18:00	130425	130435	130410	130425	2149	8246	5
2024.07.17	16:19:00	130425	130460	130420	130460	2946	11856	5
2024.07.17	16:20:00	130455	130475	130440	130470	3495	14815	5
2024.07.17	16:21:00	130475	130500	130465	130495	5177	21475	5
2024.07.17	16:22:00	130495	130525	130485	130495	5475	21767	5
2024.07.17	16:23:00	130500	130505	130480	130495	3336	14965	5
2024.07.17	16:24:00	130495	130500	130465	130475	3382	14621	5
2024.07.17	16:25:00	130470	130475	130440	130450	4468	18920	5
2024.07.17	16:26:00	130450	130455	130435	130455	2976	11799	5
2024.07.17	16:27:00	130455	130465	130445	130445	2176	8784	5
2024.07.17	16:28:00	130445	130490	130440	130475	3522	15601	5
2024.07.17	16:29:00	130470	130475	130445	130465	1934	7869	5
2024.07.17	16:30:00	130470	130490	130455	130475	2825	11636	5
2024.07.17	16:31:00	130480	130520	130475	130495	4727	22550	5
2024.07.17	16:32:00	130495	130500	130465	130475	2885	15214	5
2024.07.17	16:33:00	130470	130475	130445	130450	2909	12287	5
2024.07.17	16:34:00	130445	130460	130440	130450	2197	8562	5
2024.07.17	16:35:00	130455	130485	130440	130485	2831	13394	5
2024.07.17	16:36:00	130480	130490	130465	130490	2127	8899	5
2024.07.17	16:37:00	130490	130500	130480	130495	2006	9046	5
2024.07.17	16:38:00	130490	130500	130475	130495	1947	7790	5
2024.07.17	16:39:00	130495	130510	130475	130500	2790	18474	5
2024.07.17	16:40:00	130495	130515	130490	130500	2712	12047	5
2024.07.17	16:41:00	130495	130510	130485	130510	1677	8331	5
2024.07.17	16:42:00	130510	130515	130490	130510	2133	7573	5
2024.07.17	16:43:00	130505	130510	130490	130505	1219	5064	5
2024.07.17	16:44:00	130505	130510	130490	130505	1949	7837	5
2024.07.17	16:45:00	130500	130525	130480	130485	4110	15818	5
2024.07.17	16:46:00	130480	130490	130470	130485	2808	11439	5
2024.07.17	16:47:00	130485	130485	130455	130475	3291	19117	5
2024.07.17	16:48:00	130470	130475	130455	130465	2109	9120	5
2024.07.17	16:49:00	130460	130470	130450	130465	2021	7279	5
2024.07.17	16:50:00	130470	130475	130445	130455	3317	15772	5
2024.07.17	16:51:00	130455	130455	130425	130435	5141	21070	5
2024.07.17	16:52:00	130430	130460	130420	130460	3434	15453	5
2024.07.17	16:53:00	130455	130460	130440	130450	1821	7815	5
2024.07.17	16:54:00	130445	130455	130405	130415	5278	22329	5
2024.07.17	16:55:00	130415	130425	130390	130405	5157	23161	5
2024.07.17	16:56:00	130410	130425	130400	130415	2111	10519	5
2024.07.17	16:57:00	130410	130420	130395	130400	2768	14568	5
2024.07.17	16:58:00	130405	130410	130380	130385	3296	14889	5
2024.07.17	16:59:00	130385	130405	130370	130375	3953	18111	5
2024.07.17	17:00:00	130375	130380	130320	130330	10410	44111	5
2024.07.17	17:01:00	130335	130340	130300	130320	6881	28520	5
2024.07.17	17:02:00	130315	130335	130295	130335	4591	20683	5
2024.07.17	17:03:00	130330	130350	130320	130345	3362	13588	5
2024.07.17	17:04:00	130340	130355	130325	130340	3224	13249	5
2024.07.17	17:05:00	130335	130355	130325	130345	2686	11844	5
2024.07.17	17:06:00	130350	130360	130335	130350	1851	7932	5
2024.07.17	17:07:00	130350	130355	130310	130335	3898	18615	5
2024.07.17	17:08:00	130335	130340	130305	130320	3172	14570	5
2024.07.17	17:09:00	130320	130345	130305	130325	2467	11217	5
2024.07.17	17:10:00	130325	130355	130325	130345	2306	9944	5
2024.07.17	17:11:00	130345	130350	130330	130340	1037	3958	5
2024.07.17	17:12:00	130335	130360	130325	130355	1812	8076	5
2024.07.17	17:13:00	130355	130375	130345	130360	4501	18429	5
2024.07.17	17:14:00	130360	130375	130355	130360	2083	8207	5
2024.07.17	17:15:00	130360	130375	130350	130365	2148	7018	5
2024.07.17	17:16:00	130365	130375	130360	130365	1286	5154	5
2024.07.17	17:17:00	130360	130375	130360	130360	1271	5901	5
2024.07.17	17:18:00	130360	130375	130355	130360	1529	6089	5
2024.07.17	17:19:00	130355	130360	130345	130345	1337	5138	5
2024.07.17	17:20:00	130345	130355	130320	130335	4227	18010	5
2024.07.17	17:21:00	130335	130355	130330	130345	1961	8138	5
2024.07.17	17:22:00	130340	130390	130340	130375	5140	21102	5
2024.07.17	17:23:00	130370	130380	130355	130375	1826	7946	5
2024.07.17	17:24:00	130375	130375	130355	130375	881	4211	5
2024.07.17	17:25:00	130370	130375	130355	130370	1259	4808	5
2024.07.17	17:26:00	130370	130380	130350	130355	1780	7501	5
2024.07.17	17:27:00	130360	130365	130350	130355	1169	4540	5
2024.07.17	17:28:00	130355	130360	130335	130350	1653	7051	5
2024.07.17	17:29:00	130350	130360	130345	130355	612	1990	5
2024.07.17	17:30:00	130355	130380	130345	130375	2981	11272	5
2024.07.17	17:31:00	130370	130385	130365	130380	1431	6062	5
2024.07.17	17:32:00	130375	130395	130375	130395	2386	9423	5
2024.07.17	17:33:00	130390	130400	130385	130400	1565	5229	5
2024.07.17	17:34:00	130395	130420	130395	130400	3644	13920	5
2024.07.17	17:35:00	130400	130410	130380	130405	2696	10700	5
2024.07.17	17:36:00	130405	130415	130395	130415	1506	7414	5
2024.07.17	17:37:00	130410	130415	130395	130410	929	3201	5
2024.07.17	17:38:00	130410	130420	130385	130400	1522	7397	5
2024.07.17	17:39:00	130400	130410	130390	130410	813	2845	5
2024.07.17	17:40:00	130405	130410	130390	130390	1077	4392	5
2024.07.17	17:41:00	130390	130410	130390	130390	886	3204	5
2024.07.17	17:42:00	130390	130395	130370	130380	2282	9140	5
2024.07.17	17:43:00	130380	130385	130370	130375	1225	4889	5
2024.07.17	17:44:00	130375	130395	130375	130395	1419	4888	5
2024.07.17	17:45:00	130390	130395	130380	130390	900	2436	5
2024.07.17	17:46:00	130390	130395	130375	130395	1129	4590	5
2024.07.17	17:47:00	130395	130395	130375	130385	569	2374	5
2024.07.17	17:48:00	130380	130390	130365	130375	1553	6086	5
2024.07.17	17:49:00	130375	130385	130365	130370	1106	3478	5
2024.07.17	17:50:00	130365	130385	130355	130375	2346	9356	5
2024.07.17	17:51:00	130375	130385	130375	130380	773	2544	5
2024.07.17	17:52:00	130380	130415	130375	130410	2146	8618	5
2024.07.17	17:53:00	130405	130405	130380	130390	1576	5727	5
2024.07.17	17:54:00	130385	130395	130380	130395	696	2389	5
2024.07.17	17:55:00	130395	130405	130385	130400	889	2845	5
2024.07.17	17:56:00	130400	130415	130395	130410	758	2817	5
2024.07.17	17:57:00	130410	130445	130410	130425	3750	13505	5
2024.07.17	17:58:00	130430	130480	130415	130455	3982	17483	5
2024.07.17	17:59:00	130455	130465	130435	130445	1883	6807	5
2024.07.17	18:00:00	130450	130450	130420	130430	2179	5318	5
2024.07.17	18:01:00	130435	130440	130410	130440	2171	6433	5
2024.07.17	18:02:00	130440	130450	130420	130425	1531	3392	5
2024.07.17	18:03:00	130425	130440	130420	130430	876	1393	5
2024.07.17	18:04:00	130435	130440	130425	130440	854	1733	5
2024.07.17	18:05:00	130435	130455	130420	130440	2061	5226	5
2024.07.17	18:06:00	130430	130445	130430	130440	1056	2068	5
2024.07.17	18:07:00	130440	130450	130410	130425	1976	5577	5
2024.07.17	18:08:00	130430	130445	130425	130430	775	2154	5
2024.07.17	18:09:00	130435	130445	130425	130440	900	2047	5
2024.07.17	18:10:00	130435	130440	130420	130430	1078	2294	5
2024.07.17	18:11:00	130430	130440	130425	130425	888	1906	5
2024.07.17	18:12:00	130425	130435	130425	130435	639	1722	5
2024.07.17	18:13:00	130435	130440	130430	130430	683	1880	5
2024.07.17	18:14:00	130435	130445	130420	130430	2049	6003	5
2024.07.17	18:15:00	130425	130475	130425	130455	3787	9920	5
2024.07.17	18:16:00	130455	130455	130425	130430	2393	4691	5
2024.07.17	18:17:00	130435	130435	130425	130435	589	1241	5
2024.07.17	18:18:00	130435	130435	130410	130415	1101	2678	5
2024.07.17	18:19:00	130420	130425	130405	130415	1382	3913	5
2024.07.17	18:20:00	130410	130415	130355	130355	1681	6756	5
2024.07.17	18:21:00	130360	130360	130300	130310	2556	8407	5
2024.07.17	18:22:00	130305	130330	130290	130330	1023	3667	5
2024.07.17	18:23:00	130325	130345	130270	130280	944	3817	5
2024.07.17	18:24:00	130275	130315	130265	130315	1401	13049	5
2024.07.18	09:00:00	130225	130385	130225	130375	16043	52667	5
2024.07.18	09:01:00	130370	130465	130315	130445	29233	81955	5
2024.07.18	09:02:00	130445	130460	130335	130355	16039	47547	5
2024.07.18	09:03:00	130355	130420	130315	130395	12221	39314	5
2024.07.18	09:04:00	130390	130395	130350	130380	7873	22772	5
2024.07.18	09:05:00	130385	130390	130300	130310	9882	29340	5
2024.07.18	09:06:00	130305	130355	130275	130340	11523	39055	5
2024.07.18	09:07:00	130335	130340	130295	130335	6654	21537	5
2024.07.18	09:08:00	130335	130335	130245	130270	12283	44350	5
2024.07.18	09:09:00	130270	130285	130240	130260	8600	27228	5
2024.07.18	09:10:00	130260	130355	130255	130315	12432	47785	5
2024.07.18	09:11:00	130315	130330	130295	130300	3849	13949	5
2024.07.18	09:12:00	130305	130340	130275	130325	7483	29441	5
2024.07.18	09:13:00	130330	130330	130255	130255	6153	21875	5
2024.07.18	09:14:00	130260	130275	130200	130220	12403	44861	5
2024.07.18	09:15:00	130215	130280	130180	130230	14566	53116	5
2024.07.18	09:16:00	130235	130240	130155	130165	11365	44944	5
2024.07.18	09:17:00	130165	130185	130125	130160	9854	42663	5
2024.07.18	09:18:00	130165	130165	130105	130130	8074	30055	5
2024.07.18	09:19:00	130130	130130	130075	130100	12184	46865	5
2024.07.18	09:20:00	130100	130130	130080	130115	9112	29363	5
2024.07.18	09:21:00	130120	130145	130100	130115	7585	23209	5
2024.07.18	09:22:00	130110	130130	130090	130105	5087	16121	5
2024.07.18	09:23:00	130110	130130	130090	130110	3807	11462	5
2024.07.18	09:24:00	130115	130145	130095	130130	6335	19548	5
2024.07.18	09:25:00	130135	130140	130090	130095	7426	24341	5
2024.07.18	09:26:00	130095	130160	130090	130145	9593	32161	5
2024.07.18	09:27:00	130150	130155	130120	130130	4083	12525	5
2024.07.18	09:28:00	130135	130150	130080	130125	6397	22764	5
2024.07.18	09:29:00	130120	130145	130100	130140	2550	8260	5
2024.07.18	09:30:00	130140	130195	130090	130135	13851	46392	5
2024.07.18	09:31:00	130130	130135	130025	130085	17843	64011	5
2024.07.18	09:32:00	130085	130145	130080	130125	9156	32513	5
2024.07.18	09:33:00	130130	130140	130095	130105	4452	15343	5
2024.07.18	09:34:00	130105	130150	130100	130130	4724	14440	5
2024.07.18	09:35:00	130135	130180	130105	130120	12325	38134	5
2024.07.18	09:36:00	130120	130145	130110	130120	4030	11907	5
2024.07.18	09:37:00	130115	130125	130085	130105	7197	23914	5
2024.07.18	09:38:00	130110	130115	130080	130095	4826	14385	5
2024.07.18	09:39:00	130095	130110	130035	130060	13400	44844	5
2024.07.18	09:40:00	130060	130105	130055	130085	9102	33590	5
2024.07.18	09:41:00	130085	130100	130055	130095	5152	17607	5
2024.07.18	09:42:00	130090	130105	130060	130070	4634	13576	5
2024.07.18	09:43:00	130065	130100	130030	130095	8838	28536	5
2024.07.18	09:44:00	130095	130100	130060	130075	3633	11511	5
2024.07.18	09:45:00	130075	130120	130070	130075	8264	28813	5
2024.07.18	09:46:00	130075	130090	130045	130070	6814	25176	5
2024.07.18	09:47:00	130065	130110	130065	130085	5020	16437	5
2024.07.18	09:48:00	130080	130085	130055	130085	3811	13637	5
2024.07.18	09:49:00	130080	130090	130050	130060	3753	11541	5
2024.07.18	09:50:00	130055	130075	130035	130040	7063	25074	5
2024.07.18	09:51:00	130045	130090	130035	130065	6669	20450	5
2024.07.18	09:52:00	130070	130070	130005	130045	13753	46038	5
2024.07.18	09:53:00	130050	130060	130015	130020	5844	19304	5
2024.07.18	09:54:00	130025	130030	129960	129990	16983	56094	5
2024.07.18	09:55:00	129990	130025	129965	129995	11408	39299	5
2024.07.18	09:56:00	129995	130005	129975	129985	5160	17035	5
